ID,rodata,data,hora,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado,arrecadacao,id_mandante,id_visitante
3515,5,2011-06-19,16:00,,,,,-, Couto Pereira,1,1,PR,RS,0.0,11,10
3514,5,2011-06-19,18:30,,,,,-,Arena do Jacaré,2,2,MG,GO,0.0,35,17
3517,6,2011-06-25,18:30,,,,,Flamengo,Engenhão,4,1,RJ,MG,0.0,41,35
3518,6,2011-06-25,18:30,,,,,Bahia, Arena da Baixada,0,2,PR,BA,0.0,15,37
3519,6,2011-06-25,21:00,,,,,Cruzeiro,Arena do Jacaré,2,1,MG,PR,0.0,30,11
3520,6,2011-06-26,16:00,,,,,Fluminense,  Ressacada,0,1,SC,RJ,0.0,33,9
3521,6,2011-06-26,16:00,,,,,Corinthians, Pacaembu,5,0,SP,SP,0.0,8,2
3522,6,2011-06-26,16:00,,,,,Botafogo-RJ,Engenhão,2,1,RJ,RS,0.0,7,6
3523,6,2011-06-26,16:00,,,,,Ceara, Presidente Vargas,2,0,CE,SP,0.0,27,38
3524,6,2011-06-26,18:30,,,,,Internacional, Beira Rio,4,1,RS,SC,0.0,10,31
3525,6,2011-06-26,18:30,,,,,Vasco, Serra Dourada,0,1,GO,RJ,0.0,17,12
3527,7,2011-06-29,19:30,,,,,Cruzeiro, São Januário,0,3,RJ,MG,0.0,12,30
3528,7,2011-06-29,19:30,,,,,-, Olímpico,2,2,RS,SC,0.0,6,33
3529,7,2011-06-29,19:30,,,,,Flamengo,Arena do Jacaré,2,3,MG,RJ,0.0,46,41
3530,7,2011-06-29,21:50,,,,,Figueirense, Orlando Scarpelli,2,1,SC,SP,0.0,31,28
3531,7,2011-06-29,21:50,,,,,Corinthians,Pituaçu,0,1,BA,SP,0.0,37,8
3532,7,2011-06-29,21:50,,,,,Botafogo-RJ, Morumbi,0,2,SP,RJ,0.0,2,7
3533,7,2011-06-30,19:30,,,,,Palmeiras,Canindé,2,0,SP,GO,0.0,38,17
3534,7,2011-06-30,19:30,,,,,Coritiba, Couto Pereira,3,1,PR,CE,0.0,11,27
3535,7,2011-06-30,21:00,,,,,Fluminense,Engenhão,3,1,RJ,PR,0.0,9,15
3536,7,2011-06-30,21:00,,,,,Internacional,Arena do Jacaré,0,4,MG,RS,0.0,35,10
3526,6,2011-07-02,18:30,,,,,Santos, Pacaembu,1,0,SP,MG,0.0,28,46
3537,8,2011-07-06,19:30,,,,,Internacional, Beira Rio,1,0,RS,PR,0.0,10,15
3538,8,2011-07-06,19:30,,,,,Cruzeiro,Arena do Jacaré,2,0,MG,RS,0.0,30,6
3539,8,2011-07-06,19:30,,,,,-,  Ressacada,2,2,SC,BA,0.0,33,37
3540,8,2011-07-06,21:50,,,,,Corinthians, Pacaembu,2,1,SP,RJ,0.0,8,12
3541,8,2011-07-06,21:50,,,,,Ceara, Presidente Vargas,3,0,CE,MG,0.0,27,35
3542,8,2011-07-06,21:50,,,,,Flamengo,Engenhão,1,0,RJ,SP,0.0,41,2
3543,8,2011-07-07,19:30,,,,,-,Engenhão,1,1,RJ,GO,0.0,7,17
3544,8,2011-07-07,19:30,,,,,Coritiba, Couto Pereira,3,0,PR,SC,0.0,11,31
3545,8,2011-07-07,21:00,,,,,-,Arena do Jacaré,1,1,MG,SP,0.0,46,38
3547,9,2011-07-09,18:30,,,,,Vasco, São Januário,2,0,RJ,RS,0.0,12,10
3548,9,2011-07-09,18:30,,,,,Sao Paulo, Morumbi,2,1,SP,MG,0.0,2,30
3549,9,2011-07-09,21:00,,,,,-, Arena da Baixada,0,0,PR,SC,0.0,15,33
3550,9,2011-07-10,16:00,,,,,Flamengo,Engenhão,0,1,RJ,RJ,0.0,9,41
3551,9,2011-07-10,16:00,,,,,Gremio, Olímpico,2,0,RS,PR,0.0,6,11
3552,9,2011-07-10,16:00,,,,,-,Pituaçu,1,1,BA,RJ,0.0,37,7
3553,9,2011-07-10,16:00,,,,,Corinthians, Serra Dourada,0,1,GO,SP,0.0,17,8
3554,9,2011-07-10,18:30,,,,,-, Orlando Scarpelli,1,1,SC,CE,0.0,31,27
3555,9,2011-07-10,18:30,,,,,Palmeiras, Pacaembu,3,0,SP,SP,0.0,38,28
3556,9,2011-07-10,18:30,,,,,Atletico-MG,Arena do Jacaré,2,0,MG,MG,0.0,35,46
3557,12,2011-07-14,21:00,,,,,Corinthians, Pacaembu,1,0,SP,RS,0.0,8,10
3567,10,2011-07-16,18:30,,,,,Vasco, São Januário,2,1,RJ,PR,0.0,12,15
3568,10,2011-07-16,18:30,,,,,Coritiba, Couto Pereira,3,1,PR,RJ,0.0,11,9
3569,10,2011-07-16,18:30,,,,,Avai, Serra Dourada,0,1,GO,SC,0.0,17,33
3570,10,2011-07-16,21:00,,,,,Santos, Vila Belmiro,2,1,SP,MG,0.0,28,35
3571,10,2011-07-17,16:00,,,,,Ceara, Presidente Vargas,4,0,CE,MG,0.0,27,46
3572,10,2011-07-17,18:30,,,,,Sao Paulo, Beira Rio,0,3,RS,SP,0.0,10,2
3573,10,2011-07-17,18:30,,,,,Cruzeiro,Arena do Jacaré,2,1,MG,BA,0.0,30,37
3574,10,2011-07-20,21:50,,,,,-, Pacaembu,0,0,SP,RJ,0.0,38,41
3575,10,2011-07-20,21:50,,,,,-, Orlando Scarpelli,0,0,SC,RS,0.0,31,6
3576,10,2011-07-20,21:50,,,,,Corinthians, São Januário,0,2,RJ,SP,0.0,7,8
3577,11,2011-07-21,21:00,,,,,Internacional,  Ressacada,1,3,SC,RS,0.0,33,10
3578,11,2011-07-23,18:30,,,,,-, Morumbi,2,2,SP,GO,0.0,2,17
3579,11,2011-07-23,18:30,,,,,Athletico-PR, Arena da Baixada,2,1,PR,RJ,0.0,15,7
3580,11,2011-07-23,18:30,,,,,-,Arena do Jacaré,0,0,MG,SC,0.0,46,31
3581,11,2011-07-23,21:00,,,,,-,Cláudio Moacyr,1,1,RJ,CE,0.0,41,27
3582,11,2011-07-24,16:00,,,,,Cruzeiro, Pacaembu,0,1,SP,MG,0.0,8,30
3583,11,2011-07-24,16:00,,,,,-,Pituaçu,0,0,BA,PR,0.0,37,11
3584,11,2011-07-24,16:00,,,,,Fluminense,  Raulino de Oliveira,1,0,RJ,SP,0.0,9,38
3585,11,2011-07-24,16:00,,,,,Vasco,  Ipatingão,1,2,MG,RJ,0.0,35,12
3558,12,2011-07-27,19:30,,,,,Atletico-GO, Serra Dourada,2,0,GO,MG,0.0,17,30
3559,12,2011-07-27,19:30,,,,,Botafogo-RJ,Engenhão,2,1,RJ,SC,0.0,7,33
3560,12,2011-07-27,19:30,,,,,Atletico-MG,Arena do Jacaré,1,0,MG,RJ,0.0,35,9
3561,12,2011-07-27,19:30,,,,,-, Olímpico,1,1,RS,MG,0.0,6,46
3564,12,2011-07-27,21:30,,,,,Sao Paulo, Couto Pereira,3,4,PR,SP,0.0,11,2
3562,12,2011-07-27,21:50,,,,,Flamengo, Vila Belmiro,4,5,SP,RJ,0.0,28,41
3563,12,2011-07-27,21:50,,,,,Palmeiras, Orlando Scarpelli,0,1,SC,SP,0.0,31,38
3565,12,2011-07-28,19:30,,,,,-, São Januário,1,1,RJ,BA,0.0,12,37
3566,12,2011-07-28,21:00,,,,,Ceara, Presidente Vargas,2,1,CE,PR,0.0,27,15
3587,13,2011-07-30,18:30,,,,,Flamengo,Engenhão,2,0,RJ,RS,0.0,41,6
3588,13,2011-07-30,18:30,,,,,Botafogo-RJ,Arena do Jacaré,0,1,MG,RJ,0.0,30,7
3589,13,2011-07-30,21:00,,,,,Palmeiras,Canindé,3,2,SP,MG,0.0,38,35
3590,13,2011-07-31,16:00,,,,,Vasco, Morumbi,0,2,SP,RJ,0.0,2,12
3591,13,2011-07-31,16:00,,,,,Fluminense,Engenhão,4,0,RJ,CE,0.0,9,27
3592,13,2011-07-31,16:00,,,,,-, Beira Rio,0,0,RS,GO,0.0,10,17
3593,13,2011-07-31,16:00,,,,,Avai,  Ressacada,3,2,SC,SP,0.0,33,8
3594,13,2011-07-31,18:30,,,,,Athletico-PR, Arena da Baixada,3,2,PR,SP,0.0,15,28
3595,13,2011-07-31,18:30,,,,,Coritiba,Arena do Jacaré,1,3,MG,PR,0.0,46,11
3596,13,2011-07-31,18:30,,,,,Bahia,Pituaçu,3,1,BA,SC,0.0,37,31
3597,14,2011-08-03,19:30,,,,,Corinthians, Pacaembu,2,1,SP,MG,0.0,8,46
3598,14,2011-08-03,19:30,,,,,-, Olímpico,2,2,RS,MG,0.0,6,35
3599,14,2011-08-03,19:30,,,,,Figueirense, Orlando Scarpelli,2,0,SC,RJ,0.0,31,7
3600,14,2011-08-03,19:30,,,,,Avai, Presidente Vargas,0,3,CE,SC,0.0,27,33
3601,14,2011-08-03,21:50,,,,,Flamengo,Arena do Jacaré,0,1,MG,RJ,0.0,30,41
3602,14,2011-08-03,21:50,,,,,-, Couto Pereira,1,1,PR,SP,0.0,11,38
3603,14,2011-08-03,21:50,,,,,Vasco, São Januário,2,0,RJ,SP,0.0,12,28
3604,14,2011-08-04,21:00,,,,,Sao Paulo, Morumbi,3,0,SP,BA,0.0,2,37
3605,14,2011-08-04,21:00,,,,,Fluminense,Engenhão,2,0,RJ,RS,0.0,9,10
3606,14,2011-08-04,21:00,,,,,Athletico-PR, Serra Dourada,0,3,GO,PR,0.0,17,15
3607,15,2011-08-06,18:30,,,,,Flamengo,Engenhão,1,0,RJ,PR,0.0,41,11
3608,15,2011-08-06,18:30,,,,,-,Canindé,0,0,SP,RS,0.0,38,6
3609,15,2011-08-06,21:00,,,,,Figueirense,  Ipatingão,1,2,MG,SC,0.0,35,31
3610,15,2011-08-07,16:00,,,,,Internacional, Beira Rio,3,2,RS,MG,0.0,10,30
3611,15,2011-08-07,16:00,,,,,Santos, Pacaembu,1,0,SP,CE,0.0,28,27
3612,15,2011-08-07,16:00,,,,,-, Arena da Baixada,1,1,PR,SP,0.0,15,8
3613,15,2011-08-07,16:00,,,,,America-MG,Arena do Jacaré,3,0,MG,RJ,0.0,46,9
3614,15,2011-08-07,18:30,,,,,Bahia,Pituaçu,2,1,BA,GO,0.0,37,17
3615,15,2011-08-07,18:30,,,,,Sao Paulo,  Ressacada,1,2,SC,SP,0.0,33,2
3616,15,2011-08-07,18:30,,,,,Botafogo-RJ,Engenhão,4,0,RJ,RJ,0.0,7,12
3516,5,2011-08-10,21:50,,,,,-, Vila Belmiro,0,0,SP,SP,0.0,28,8
3617,16,2011-08-13,18:30,,,,,-, Morumbi,2,2,SP,PR,0.0,2,15
3618,16,2011-08-13,18:30,,,,,Atletico-GO, Serra Dourada,2,0,GO,SP,0.0,17,28
3619,16,2011-08-13,18:30,,,,,Cruzeiro,Parque do Sabiá,5,0,MG,SC,0.0,30,33
3620,16,2011-08-13,21:00,,,,,Botafogo-RJ,Engenhão,4,2,RJ,MG,0.0,7,46
3621,16,2011-08-14,16:00,,,,,-, Pacaembu,2,2,SP,CE,0.0,8,27
3622,16,2011-08-14,16:00,,,,,Vasco, São Januário,1,0,RJ,SP,0.0,12,38
3623,16,2011-08-14,16:00,,,,,Coritiba, Couto Pereira,3,0,PR,MG,0.0,11,35
3624,16,2011-08-14,18:30,,,,,-, Orlando Scarpelli,2,2,SC,RJ,0.0,31,41
3625,16,2011-08-14,18:30,,,,,Gremio, Olímpico,2,1,RS,RJ,0.0,6,9
3626,16,2011-08-14,18:30,,,,,-,Pituaçu,1,1,BA,RS,0.0,37,10
3627,17,2011-08-17,19:30,,,,,Athletico-PR, Arena da Baixada,2,1,PR,MG,0.0,15,30
3628,17,2011-08-17,19:30,,,,,Vasco,  Ressacada,0,2,SC,RJ,0.0,33,12
3629,17,2011-08-17,19:30,,,,,Fluminense,Engenhão,3,0,RJ,SC,0.0,9,31
3630,17,2011-08-17,19:30,,,,,Ceara, Presidente Vargas,3,0,CE,RS,0.0,27,6
3631,17,2011-08-17,21:50,,,,,Internacional, Beira Rio,1,0,RS,RJ,0.0,10,7
3632,17,2011-08-17,21:50,,,,,Coritiba, Vila Belmiro,2,3,SP,PR,0.0,28,11
3633,17,2011-08-17,21:50,,,,,Corinthians,  Ipatingão,2,3,MG,SP,0.0,35,8
3634,17,2011-08-18,21:00,,,,,Atletico-GO,Engenhão,1,4,RJ,GO,0.0,41,17
3635,17,2011-08-18,21:00,,,,,-,Canindé,1,1,SP,BA,0.0,38,37
3636,17,2011-08-18,21:00,,,,,-,Arena do Jacaré,1,1,MG,SP,0.0,46,2
3637,18,2011-08-20,18:00,,,,,Cruzeiro,Parque do Sabiá,1,0,MG,CE,0.0,30,27
3638,18,2011-08-20,18:00,,,,,Botafogo-RJ,Engenhão,3,1,RJ,MG,0.0,7,35
3639,18,2011-08-20,18:00,,,,,Figueirense, Pacaembu,0,2,SP,SC,0.0,8,31
3640,18,2011-08-21,16:00,,,,,-, Morumbi,1,1,SP,SP,0.0,2,38
3641,18,2011-08-21,16:00,,,,,-, Beira Rio,2,2,RS,RJ,0.0,10,41
3642,18,2011-08-21,16:00,,,,,-,  Ressacada,0,0,SC,PR,0.0,33,11
3643,18,2011-08-21,16:00,,,,,Atletico-GO, Serra Dourada,1,0,GO,RS,0.0,17,6
3644,18,2011-08-21,18:00,,,,,-, Arena da Baixada,2,2,PR,MG,0.0,15,46
3645,18,2011-08-21,18:00,,,,,Santos,Pituaçu,1,2,BA,SP,0.0,37,28
3646,18,2011-08-21,18:00,,,,,-,Engenhão,1,1,RJ,RJ,0.0,12,9
3546,8,2011-08-24,20:30,,,,,Santos, Vila Belmiro,2,1,SP,RJ,0.0,28,9
3647,19,2011-08-27,18:00,,,,,-, Couto Pereira,1,1,PR,PR,0.0,11,15
3648,19,2011-08-27,18:00,,,,,Atletico-GO,Arena do Jacaré,1,2,MG,GO,0.0,46,17
3649,19,2011-08-27,18:00,,,,,Botafogo-RJ,Engenhão,1,2,RJ,RJ,0.0,9,7
3650,19,2011-08-28,16:00,,,,,-,Engenhão,0,0,RJ,RJ,0.0,41,12
3651,19,2011-08-28,16:00,,,,,Palmeiras,  Prudentão,2,1,SP,SP,0.0,38,8
3652,19,2011-08-28,16:00,,,,,-, Vila Belmiro,1,1,SP,SP,0.0,28,2
3653,19,2011-08-28,16:00,,,,,Gremio, Olímpico,2,1,RS,RS,0.0,6,10
3654,19,2011-08-28,16:00,,,,,Ceara, Presidente Vargas,3,0,CE,BA,0.0,27,37
3655,19,2011-08-28,18:00,,,,,Avai, Orlando Scarpelli,2,3,SC,SC,0.0,31,33
3656,19,2011-08-28,18:00,,,,,Cruzeiro,Arena do Jacaré,1,2,MG,MG,0.0,35,30
3657,20,2011-08-31,18:00,,,,,Corinthians, Pacaembu,3,2,SP,RS,0.0,8,6
3658,20,2011-08-31,18:00,,,,,Vasco, São Januário,3,1,RJ,CE,0.0,12,27
3659,20,2011-08-31,20:30,,,,,Atletico-GO, Serra Dourada,3,1,GO,PR,0.0,17,11
3660,20,2011-08-31,20:30,,,,,Atletico-MG, Arena da Baixada,0,1,PR,MG,0.0,15,35
3661,20,2011-08-31,20:30,,,,,Figueirense,  Ipatingão,2,4,MG,SC,0.0,30,31
3662,20,2011-08-31,21:50,,,,,Fluminense, Morumbi,1,2,SP,RJ,0.0,2,9
3663,20,2011-08-31,21:50,,,,,Botafogo-RJ,Engenhão,3,1,RJ,SP,0.0,7,38
3664,20,2011-08-31,21:50,,,,,-, Beira Rio,3,3,RS,SP,0.0,10,28
3665,20,2011-08-31,21:50,,,,,Avai,  Ressacada,3,2,SC,RJ,0.0,33,41
3666,20,2011-09-01,20:30,,,,,-,Pituaçu,0,0,BA,MG,0.0,37,46
3667,21,2011-09-03,18:00,,,,,Sao Paulo, Orlando Scarpelli,1,2,SC,SP,0.0,31,2
3668,21,2011-09-03,18:00,,,,,Atletico-MG,Arena do Jacaré,2,0,MG,SC,0.0,35,33
3669,21,2011-09-03,18:00,,,,,Fluminense,Engenhão,3,2,RJ,GO,0.0,9,17
3670,21,2011-09-04,16:00,,,,,Bahia,Engenhão,1,3,RJ,BA,0.0,41,37
3671,21,2011-09-04,16:00,,,,,-, Pacaembu,1,1,SP,MG,0.0,38,30
3672,21,2011-09-04,16:00,,,,,Coritiba, Couto Pereira,1,0,PR,SP,0.0,11,8
3674,21,2011-09-04,16:00,,,,,America-MG,Arena do Jacaré,4,1,MG,RJ,0.0,46,12
3673,21,2011-09-04,18:00,,,,,Gremio, Olímpico,4,0,RS,PR,0.0,6,15
3675,21,2011-09-04,18:00,,,,,-, Presidente Vargas,1,1,CE,RS,0.0,27,10
3677,22,2011-09-07,16:00,,,,,Botafogo-RJ,Engenhão,4,0,RJ,CE,0.0,7,27
3678,22,2011-09-07,16:00,,,,,Internacional, Beira Rio,4,2,RS,MG,0.0,10,46
3679,22,2011-09-07,16:00,,,,,Santos,  Ressacada,1,2,SC,SP,0.0,33,28
3680,22,2011-09-07,16:00,,,,,Sao Paulo, Morumbi,2,1,SP,MG,0.0,2,35
3681,22,2011-09-07,21:50,,,,,-, Serra Dourada,1,1,GO,SC,0.0,17,31
3682,22,2011-09-07,21:50,,,,,-, Arena da Baixada,2,2,PR,SP,0.0,15,38
3683,22,2011-09-07,21:50,,,,,Fluminense,Parque do Sabiá,1,2,MG,RJ,0.0,30,9
3684,22,2011-09-08,20:30,,,,,Gremio,Pituaçu,1,2,BA,RS,0.0,37,6
3685,22,2011-09-08,20:30,,,,,Vasco, São Januário,2,0,RJ,PR,0.0,12,11
3686,22,2011-09-08,21:50,,,,,Corinthians, Pacaembu,2,1,SP,RJ,0.0,8,41
3687,23,2011-09-10,18:00,,,,,Santos, Vila Belmiro,1,0,SP,MG,0.0,28,30
3688,23,2011-09-10,18:00,,,,,-,Arena do Jacaré,2,2,MG,SC,0.0,46,33
3689,23,2011-09-11,16:00,,,,,Internacional, Pacaembu,0,3,SP,RS,0.0,38,10
3690,23,2011-09-11,16:00,,,,,-, Orlando Scarpelli,1,1,SC,RJ,0.0,31,12
3691,23,2011-09-11,16:00,,,,,Fluminense,Engenhão,1,0,RJ,SP,0.0,9,8
3692,23,2011-09-11,16:00,,,,,-, Presidente Vargas,1,1,CE,GO,0.0,27,17
3693,23,2011-09-11,16:00,,,,,Coritiba, Couto Pereira,5,0,PR,RJ,0.0,11,7
3694,23,2011-09-11,18:00,,,,,Athletico-PR,Cláudio Moacyr,1,2,RJ,PR,0.0,41,15
3695,23,2011-09-11,18:00,,,,,Gremio, Olímpico,1,0,RS,SP,0.0,6,2
3696,23,2011-09-11,18:00,,,,,Atletico-MG,Arena do Jacaré,2,0,MG,BA,0.0,35,37
3697,24,2011-09-17,18:00,,,,,Atletico-GO, Serra Dourada,1,0,GO,MG,0.0,17,35
3698,24,2011-09-17,18:00,,,,,Vasco, São Januário,4,0,RJ,RS,0.0,12,6
3699,24,2011-09-17,18:00,,,,,Sao Paulo, Morumbi,4,0,SP,CE,0.0,2,27
3700,24,2011-09-18,16:00,,,,,-,Engenhão,1,1,RJ,RJ,0.0,7,41
3701,24,2011-09-18,16:00,,,,,Santos, Pacaembu,1,3,SP,SP,0.0,8,28
3702,24,2011-09-18,16:00,,,,,-,  Ressacada,1,1,SC,SP,0.0,33,38
3703,24,2011-09-18,16:00,,,,,Bahia,Pituaçu,3,0,BA,RJ,0.0,37,9
3704,24,2011-09-18,16:00,,,,,-, Arena da Baixada,0,0,PR,SC,0.0,15,31
3705,24,2011-09-18,18:00,,,,,-, Beira Rio,1,1,RS,PR,0.0,10,11
3706,24,2011-09-18,18:00,,,,,-,Arena do Jacaré,0,0,MG,MG,0.0,30,46
3707,25,2011-09-21,20:30,,,,,Santos,Parque do Sabiá,1,2,MG,SP,0.0,46,28
3708,25,2011-09-21,20:30,,,,,Coritiba, Couto Pereira,2,1,PR,MG,0.0,11,30
3709,25,2011-09-21,20:30,,,,,Bahia,Pituaçu,1,0,BA,PR,0.0,37,15
3710,25,2011-09-21,20:30,,,,,Fluminense,Engenhão,3,1,RJ,SC,0.0,9,33
3711,25,2011-09-21,21:50,,,,,-, Morumbi,0,0,SP,SP,0.0,2,8
3712,25,2011-09-21,21:50,,,,,-,Arena do Jacaré,1,1,MG,RJ,0.0,35,41
3713,25,2011-09-21,21:50,,,,,-, Orlando Scarpelli,1,1,SC,RS,0.0,31,10
3714,25,2011-09-22,20:30,,,,,Palmeiras,Canindé,1,0,SP,CE,0.0,38,27
3715,25,2011-09-22,20:30,,,,,Botafogo-RJ, Olímpico,0,1,RS,RJ,0.0,6,7
3716,25,2011-09-22,20:30,,,,,-, São Januário,1,1,RJ,GO,0.0,12,17
3717,26,2011-09-24,18:00,,,,,-, Arena da Baixada,1,1,PR,RJ,0.0,15,9
3718,26,2011-09-24,18:00,,,,,Figueirense, Vila Belmiro,2,3,SP,SC,0.0,28,31
3719,26,2011-09-24,18:00,,,,,Flamengo,Engenhão,2,1,RJ,MG,0.0,41,46
3720,26,2011-09-25,16:00,,,,,-,Engenhão,2,2,RJ,SP,0.0,7,2
3721,26,2011-09-25,16:00,,,,,Internacional, Beira Rio,2,1,RS,MG,0.0,10,35
3722,26,2011-09-25,16:00,,,,,Corinthians, Pacaembu,1,0,SP,BA,0.0,8,37
3723,26,2011-09-25,16:00,,,,,Gremio,  Ressacada,1,2,SC,RS,0.0,33,6
3724,26,2011-09-25,16:00,,,,,Vasco,Arena do Jacaré,0,3,MG,RJ,0.0,30,12
3725,26,2011-09-25,18:00,,,,,Ceara, Presidente Vargas,3,2,CE,PR,0.0,27,11
3726,26,2011-09-25,18:00,,,,,-, Serra Dourada,1,1,GO,SP,0.0,17,38
3727,27,2011-10-01,18:00,,,,,-,Canindé,1,1,SP,MG,0.0,38,46
3728,27,2011-10-01,18:00,,,,,Bahia,Pituaçu,3,2,BA,SC,0.0,37,33
3729,27,2011-10-01,18:00,,,,,Fluminense,Engenhão,3,2,RJ,SP,0.0,9,28
3730,27,2011-10-02,16:00,,,,,Flamengo, Morumbi,1,2,SP,RJ,0.0,2,41
3731,27,2011-10-02,16:00,,,,,-, São Januário,2,2,RJ,SP,0.0,12,8
3732,27,2011-10-02,16:00,,,,,-,Arena do Jacaré,1,1,MG,CE,0.0,35,27
3733,27,2011-10-02,16:00,,,,,-, Orlando Scarpelli,0,0,SC,PR,0.0,31,11
3734,27,2011-10-02,16:00,,,,,Athletico-PR, Arena da Baixada,2,0,PR,RS,0.0,15,10
3735,27,2011-10-02,18:00,,,,,Gremio, Olímpico,2,0,RS,MG,0.0,6,30
3736,27,2011-10-02,18:00,,,,,Atletico-GO, Serra Dourada,2,0,GO,RJ,0.0,17,7
3586,11,2011-10-05,20:30,,,,,Gremio, Olímpico,1,0,RS,SP,0.0,6,28
3737,28,2011-10-05,18:00,,,,,-,Arena do Jacaré,3,3,MG,SP,0.0,30,2
3738,28,2011-10-08,18:00,,,,,Coritiba, Couto Pereira,2,0,PR,RS,0.0,11,6
3739,28,2011-10-08,18:00,,,,,-, São Januário,2,2,RJ,BA,0.0,7,37
3740,28,2011-10-08,18:00,,,,,-,Arena do Jacaré,0,0,MG,MG,0.0,46,35
3741,28,2011-10-09,16:00,,,,,Santos, Vila Belmiro,1,0,SP,SP,0.0,28,38
3742,28,2011-10-09,16:00,,,,,Internacional, Beira Rio,3,0,RS,RJ,0.0,10,12
3743,28,2011-10-09,16:00,,,,,Flamengo,Engenhão,3,2,RJ,RJ,0.0,41,9
3744,28,2011-10-09,18:00,,,,,Corinthians, Pacaembu,3,0,SP,GO,0.0,8,17
3745,28,2011-10-09,18:00,,,,,-, Presidente Vargas,1,1,CE,SC,0.0,27,31
3746,28,2011-10-09,18:00,,,,,Avai,  Ressacada,3,0,SC,PR,0.0,33,15
3747,29,2011-10-12,16:00,,,,,America-MG,Arena do Jacaré,4,1,MG,CE,0.0,46,27
3748,29,2011-10-12,16:00,,,,,-,  Ressacada,2,2,SC,GO,0.0,33,17
3749,29,2011-10-12,16:00,,,,,Figueirense, Olímpico,1,3,RS,SC,0.0,6,31
3750,29,2011-10-12,16:00,,,,,-,Arena Barueri,0,0,SP,RS,0.0,2,10
3751,29,2011-10-12,21:50,,,,,-,Pituaçu,0,0,BA,MG,0.0,37,30
3752,29,2011-10-12,21:50,,,,,Botafogo-RJ, Pacaembu,0,2,SP,RJ,0.0,8,7
3753,29,2011-10-12,21:50,,,,,-,Engenhão,1,1,RJ,SP,0.0,41,38
3754,29,2011-10-13,20:30,,,,,Atletico-MG,Arena do Jacaré,2,1,MG,SP,0.0,35,28
3755,29,2011-10-13,20:30,,,,,Fluminense,Engenhão,3,1,RJ,PR,0.0,9,11
3756,29,2011-10-13,20:30,,,,,-, Arena da Baixada,2,2,PR,RJ,0.0,15,12
3757,30,2011-10-15,18:00,,,,,Flamengo, Presidente Vargas,0,1,CE,RJ,0.0,27,41
3758,30,2011-10-15,18:00,,,,,Figueirense, Orlando Scarpelli,2,1,SC,MG,0.0,31,46
3759,30,2011-10-16,16:00,,,,,Botafogo-RJ,Engenhão,2,0,RJ,PR,0.0,7,15
3760,30,2011-10-16,16:00,,,,,Gremio, Vila Belmiro,0,1,SP,RS,0.0,28,6
3761,30,2011-10-16,16:00,,,,,Corinthians,Arena do Jacaré,0,1,MG,SP,0.0,30,8
3762,30,2011-10-16,16:00,,,,,Internacional, Beira Rio,4,2,RS,SC,0.0,10,33
3763,30,2011-10-16,16:00,,,,,Fluminense,Canindé,1,2,SP,RJ,0.0,38,9
3764,30,2011-10-16,18:00,,,,,Atletico-GO, Serra Dourada,3,0,GO,SP,0.0,17,2
3765,30,2011-10-16,18:00,,,,,-, Couto Pereira,0,0,PR,BA,0.0,11,37
3766,30,2011-10-16,18:00,,,,,Vasco, São Januário,2,0,RJ,MG,0.0,12,35
3676,21,2011-10-19,20:30,,,,,Santos, Vila Belmiro,2,0,SP,RJ,0.0,28,7
3767,31,2011-10-22,18:00,,,,,Figueirense,Canindé,1,2,SP,SC,0.0,38,31
3768,31,2011-10-22,18:00,,,,,Atletico-MG,Engenhão,0,2,RJ,MG,0.0,9,35
3769,31,2011-10-22,18:00,,,,,-,Arena do Jacaré,2,2,MG,RS,0.0,46,6
3770,31,2011-10-22,18:00,,,,,Avai,  Ressacada,3,2,SC,RJ,0.0,33,7
3771,31,2011-10-23,16:00,,,,,-, Beira Rio,1,1,RS,SP,0.0,10,8
3772,31,2011-10-23,16:00,,,,,-, Morumbi,0,0,SP,PR,0.0,2,11
3773,31,2011-10-23,16:00,,,,,Vasco,Pituaçu,0,2,BA,RJ,0.0,37,12
3774,31,2011-10-23,16:00,,,,,Athletico-PR, Arena da Baixada,1,0,PR,CE,0.0,15,27
3775,31,2011-10-23,18:00,,,,,Cruzeiro,Arena do Jacaré,3,2,MG,GO,0.0,30,17
3776,31,2011-10-23,18:00,,,,,-,Engenhão,1,1,RJ,SP,0.0,41,28
3777,32,2011-10-29,18:00,,,,,Santos, Pacaembu,4,1,SP,PR,0.0,28,15
3778,32,2011-10-29,18:00,,,,,Fluminense, Presidente Vargas,1,2,CE,RJ,0.0,27,9
3779,32,2011-10-29,18:00,,,,,Botafogo-RJ,Engenhão,1,0,RJ,MG,0.0,7,30
3780,32,2011-10-30,16:00,,,,,-, São Januário,0,0,RJ,SP,0.0,12,2
3781,32,2011-10-30,16:00,,,,,Gremio, Olímpico,4,2,RS,RJ,0.0,6,41
3782,32,2011-10-30,16:00,,,,,Corinthians, Pacaembu,2,1,SP,SC,0.0,8,33
3783,32,2011-10-30,16:00,,,,,Figueirense, Orlando Scarpelli,2,1,SC,BA,0.0,31,37
3784,32,2011-10-30,18:00,,,,,Internacional, Serra Dourada,0,1,GO,RS,0.0,17,10
