ID,rodata,data,hora,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado,arrecadacao,id_mandante,id_visitante
7691,5,2022-05-08,18:00,4-2-3-1,4-2-3-1,C. Maldonado,V. de Oliveira Lopes Pereira,Corinthians,Nabizão,0,1,SP,SP,0.0,5,8
7692,5,2022-05-08,18:00,4-2-3-1,4-2-3-1,F. Bustos,L. de Oliveira Preto,Santos,Estádio Urbano Caldeira,4,1,SP,MT,0.0,28,13
7694,5,2022-05-08,18:59,3-4-1-2,4-1-4-1,J. Vojvoda,R. Ceni,-,Arena Castelão,1,1,CE,SP,0.0,32,2
7693,5,2022-05-08,19:00,4-3-3,4-3-3,E. Baptista,L. Venker de Menezes,-, Alfredo Jaconi,1,1,RS,RS,0.0,25,10
7695,5,2022-05-09,20:01,4-3-3,4-2-3-1,E. de Souza Barroca,G. Morínigo,Avai,  Ressacada,2,1,SC,PR,0.0,33,11
7696,7,2022-05-11,20:30,4-2-3-1,4-2-3-1,M. Nogueira Barbieri,A. Mohamed Matijevich,-,Nabizão,1,1,SP,MG,0.0,5,35
7706,6,2022-05-14,16:30,4-2-3-1,4-2-3-1,A. Moreira Ferreira,M. Nogueira Barbieri,Palmeiras,Allianz Parque,2,0,SP,SP,0.0,38,5
7707,6,2022-05-14,16:30,4-2-3-1,4-2-3-1,D. Silvestre Júnior,P. Carvalho de Sousa,-,Arena Castelão,2,2,CE,RJ,0.0,27,41
7709,6,2022-05-14,18:59,4-2-3-1,4-2-3-1,A. Mohamed Matijevich,U. Louzer Filho,Atletico-MG,Estádio Raimundo Sampaio,2,0,MG,GO,0.0,35,17
7708,6,2022-05-14,19:01,4-4-1-1,4-3-1-2,L. Venker de Menezes,V. de Oliveira Lopes Pereira,-,Estádio José Pinheiro Borda,2,2,RS,SP,0.0,10,8
7710,6,2022-05-14,21:01,4-1-2-1-2,4-3-3,F. Diniz Silva,L. Scolari,Fluminense,Estádio Municipal General Raulino de Oliveira,2,1,RJ,PR,0.0,9,15
7711,6,2022-05-15,16:00,4-1-2-1-2,4-2-3-1,R. Ceni,L. Iubel,Sao Paulo, Morumbi,2,1,SP,MT,0.0,2,13
7712,6,2022-05-15,17:30,4-2-3-1,3-1-4-2,G. Morínigo,V. Carmo Mancini,Coritiba, Couto Pereira,1,0,PR,MG,0.0,11,46
7713,6,2022-05-15,18:00,4-2-3-1,3-4-1-2,L. Castro,J. Vojvoda,Botafogo-RJ,Estádio Nilton Santos,3,1,RJ,CE,0.0,7,32
7714,6,2022-05-15,18:00,4-3-3,4-4-2,E. de Souza Barroca,E. Baptista,Juventude,  Ressacada,1,2,SC,RS,0.0,33,25
7715,6,2022-05-15,18:59,5-4-1,4-2-3-1,J. Ribeiro Ventura,F. Bustos,Goias,Estádio da Serrinha,1,0,GO,SP,0.0,16,28
7697,7,2022-05-21,16:30,4-2-3-1,4-2-3-1,J. de Amorim Campos,G. Morínigo,Atletico-GO,Estádio Antônio Accioly,2,0,GO,PR,0.0,17,11
7698,7,2022-05-21,16:31,4-4-2,5-4-1,P. Carvalho de Sousa,J. Ribeiro Ventura,Flamengo, Maracanã,1,0,RJ,GO,0.0,41,16
7699,7,2022-05-21,18:29,4-2-3-1,4-3-3,F. Bustos,D. Silvestre Júnior,-,Arena Barueri,0,0,SP,CE,0.0,28,27
7700,7,2022-05-21,19:00,4-3-3,4-3-3,E. Baptista,A. Moreira Ferreira,Palmeiras, Alfredo Jaconi,0,3,RS,SP,0.0,25,38
7701,7,2022-05-21,20:59,4-2-3-1,4-4-1-1,L. Iubel,L. Venker de Menezes,-,Arena Pantanal,1,1,MT,RS,0.0,13,10
7702,7,2022-05-21,21:00,4-4-2,4-2-3-1,V. Carmo Mancini,L. Castro,-,Estádio Raimundo Sampaio,1,1,MG,RJ,0.0,46,7
7704,7,2022-05-22,15:59,3-4-1-2,4-4-1-1,J. Vojvoda,F. Diniz Silva,Fluminense,Arena Castelão,0,1,CE,RJ,0.0,32,9
7703,7,2022-05-22,16:02,3-4-1-2,3-4-3,V. de Oliveira Lopes Pereira,R. Ceni,-,Neo Química Arena,1,1,SP,SP,0.0,8,2
7705,7,2022-05-22,19:00,4-2-3-1,4-3-3,L. Scolari,E. de Souza Barroca,Athletico-PR,Estádio Joaquim Américo Guimarães,2,1,PR,SC,0.0,15,33
7716,8,2022-05-28,16:30,5-4-1,4-2-3-1,J. Ribeiro Ventura,M. Nogueira Barbieri,-,Estádio da Serrinha,1,1,GO,SP,0.0,16,5
7717,8,2022-05-28,19:01,3-4-2-1,4-3-3,R. Ceni,D. Silvestre Júnior,-, Morumbi,2,2,SP,CE,0.0,2,27
7718,8,2022-05-28,20:30,4-2-3-1,4-4-2,J. Vojvoda,E. Baptista,-,Arena Castelão,1,1,CE,RS,0.0,32,25
7720,8,2022-05-29,15:59,4-3-3,4-2-3-1,F. Bustos,J. M. Barreto Martins,Palmeiras,Estádio Urbano Caldeira,0,1,SP,SP,0.0,28,38
7719,8,2022-05-29,16:01,4-2-3-1,4-2-3-1,G. Morínigo,L. Castro,Coritiba, Couto Pereira,1,0,PR,RJ,0.0,11,7
7721,8,2022-05-29,17:59,4-2-3-1,4-2-3-1,W. Araujo de Souza,L. Scolari,Athletico-PR,Arena Pantanal,0,1,MT,PR,0.0,13,15
7722,8,2022-05-29,18:01,4-3-3,4-1-4-1,V. de Oliveira Lopes Pereira,V. Carmo Mancini,-,Neo Química Arena,1,1,SP,MG,0.0,8,46
7723,8,2022-05-29,18:01,4-4-1-1,4-2-3-1,F. Diniz Silva,P. Carvalho de Sousa,Flamengo, Maracanã,1,2,RJ,RJ,0.0,9,41
7724,8,2022-05-29,18:59,4-4-2,4-1-4-1,A. Mohamed Matijevich,E. de Souza Barroca,Atletico-MG, Mineirão,2,1,MG,SC,0.0,35,33
7725,8,2022-05-30,19:59,4-4-1-1,4-2-3-1,L. Venker de Menezes,J. de Amorim Campos,-,Estádio José Pinheiro Borda,1,1,RS,GO,0.0,10,17
7685,3,2022-06-01,20:29,3-4-1-2,4-3-3,J. Vojvoda,D. Silvestre Júnior,Ceara,Arena Castelão,0,1,CE,CE,0.0,32,27
7726,9,2022-06-04,16:30,4-1-4-1,4-2-3-1,V. Carmo Mancini,L. Iubel,America-MG,Estádio Raimundo Sampaio,2,1,MG,MT,0.0,46,13
7728,9,2022-06-04,18:59,4-2-3-1,4-2-3-1,D. Silvestre Júnior,G. Morínigo,-,Arena Castelão,1,1,CE,PR,0.0,27,11
7727,9,2022-06-04,19:00,4-2-3-1,4-3-3,L. Scolari,F. Bustos,-,Estádio Joaquim Américo Guimarães,2,2,PR,SP,0.0,15,28
7729,9,2022-06-04,19:01,4-3-3,3-4-3,E. de Souza Barroca,R. Ceni,-,  Ressacada,1,1,SC,SP,0.0,33,2
7730,9,2022-06-04,20:31,4-2-3-1,4-2-3-1,J. de Amorim Campos,V. de Oliveira Lopes Pereira,Corinthians,Estádio do Governo do Estado de Goiás (Serra Dourada),0,1,GO,SP,0.0,17,8
7731,9,2022-06-05,11:00,4-3-3,4-2-3-1,E. Baptista,F. Diniz Silva,Juventude, Alfredo Jaconi,1,0,RS,RJ,0.0,25,9
7732,9,2022-06-05,16:00,4-3-3,3-4-2-1,P. Carvalho de Sousa,J. Vojvoda,Fortaleza, Maracanã,1,2,RJ,CE,0.0,41,32
7733,9,2022-06-05,16:00,4-2-3-1,4-2-3-1,A. Moreira Ferreira,A. Mohamed Matijevich,-,Allianz Parque,0,0,SP,MG,0.0,38,35
7734,9,2022-06-05,18:59,4-2-3-1,4-4-1-1,M. Nogueira Barbieri,L. Venker de Menezes,Internacional,Nabizão,0,2,SP,RS,0.0,5,10
7735,9,2022-06-06,20:00,4-3-3,5-4-1,L. Castro,J. Ribeiro Ventura,Goias,Estádio Nilton Santos,1,2,RJ,GO,0.0,7,16
7736,10,2022-06-07,21:30,4-2-3-1,3-4-3,B. Franco,V. de Oliveira Lopes Pereira,Cuiaba,Arena Pantanal,1,0,MT,SP,0.0,13,8
7737,10,2022-06-08,19:00,4-1-4-1,4-3-3,V. Carmo Mancini,D. Silvestre Júnior,Ceara,Estádio Raimundo Sampaio,0,2,MG,CE,0.0,46,27
7738,10,2022-06-08,19:04,4-4-2,4-2-3-1,E. Baptista,L. Scolari,Athletico-PR, Alfredo Jaconi,1,3,RS,PR,0.0,25,15
7739,10,2022-06-08,20:29,4-2-3-1,4-3-3,J. de Amorim Campos,E. de Souza Barroca,Atletico-GO,Estádio do Governo do Estado de Goiás (Serra Dourada),2,1,GO,SC,0.0,17,33
7740,10,2022-06-08,20:30,4-2-3-1,4-4-2,M. Nogueira Barbieri,P. Carvalho de Sousa,Bragantino,Nabizão,1,0,SP,RJ,0.0,5,41
7741,10,2022-06-08,21:30,4-4-1-1,4-4-2,F. Diniz Silva,A. Mohamed Matijevich,Fluminense, Maracanã,5,3,RJ,MG,0.0,9,35
7742,10,2022-06-08,21:30,4-2-3-1,4-2-3-1,F. Bustos,L. Venker de Menezes,-,Estádio Urbano Caldeira,1,1,SP,RS,0.0,28,10
7743,10,2022-06-09,19:00,4-2-3-1,4-1-4-1,A. Moreira Ferreira,L. Castro,Palmeiras,Allianz Parque,4,0,SP,RJ,0.0,38,7
7744,10,2022-06-09,20:00,4-2-3-1,3-1-4-2,G. Morínigo,R. Ceni,-, Couto Pereira,1,1,PR,SP,0.0,11,2
7745,10,2022-06-09,20:00,3-4-1-2,5-4-1,J. Vojvoda,J. Ribeiro Ventura,-,Arena Castelão,1,1,CE,GO,0.0,32,16
7746,11,2022-06-11,16:31,4-2-3-1,4-4-2,V. de Oliveira Lopes Pereira,E. Baptista,Corinthians,Neo Química Arena,2,0,SP,RS,0.0,8,25
7747,11,2022-06-11,19:00,4-2-3-1,4-2-3-1,A. Mohamed Matijevich,F. Bustos,-, Mineirão,1,1,MG,SP,0.0,35,28
7749,11,2022-06-11,19:00,4-3-3,4-2-3-1,A. Cardoso de Oliveira,M. Nogueira Barbieri,-,Arena Pantanal,1,1,MT,SP,0.0,13,5
7748,11,2022-06-11,19:01,4-2-3-1,4-2-3-1,F. Diniz Silva,J. de Amorim Campos,Atletico-GO, Maracanã,0,2,RJ,GO,0.0,9,17
7750,11,2022-06-11,21:00,4-4-1-1,4-3-3,L. Venker de Menezes,D. Silvestre Júnior,Internacional,Estádio José Pinheiro Borda,3,1,RS,RJ,0.0,10,41
7751,11,2022-06-12,16:00,3-4-3,4-3-3,J. Ribeiro Ventura,P. Sotero Da Cunha Neto,-,Estádio da Serrinha,1,1,GO,CE,0.0,16,27
7752,11,2022-06-12,16:00,3-5-2,4-1-4-1,R. Ceni,V. Carmo Mancini,Sao Paulo, Morumbi,1,0,SP,MG,0.0,2,46
7753,11,2022-06-12,18:01,5-4-1,4-2-3-1,G. Morínigo,A. Moreira Ferreira,Palmeiras, Couto Pereira,0,2,PR,SP,0.0,11,38
7754,11,2022-06-12,18:59,4-2-3-1,4-2-3-1,J. Vojvoda,L. Scolari,-,Arena Castelão,0,0,CE,PR,0.0,32,15
7755,11,2022-06-13,19:00,4-2-3-1,4-1-4-1,L. Castro,E. de Souza Barroca,Avai,Estádio Nilton Santos,0,1,RJ,SC,0.0,7,33
7756,12,2022-06-14,21:30,3-5-2,4-2-3-1,E. Baptista,F. Bustos,Santos, Alfredo Jaconi,1,2,RS,SP,0.0,25,28
7757,12,2022-06-15,19:00,4-3-3,4-2-2-2,M. dos Santos Gonçalves,A. Mohamed Matijevich,-,Arena Castelão,0,0,CE,MG,0.0,27,35
7758,12,2022-06-15,19:00,4-2-3-1,4-2-3-1,C. Maldonado,G. Morínigo,Bragantino,Nabizão,4,2,SP,PR,0.0,5,11
7759,12,2022-06-15,20:30,3-4-3,4-3-1-2,J. Ribeiro Ventura,L. Venker de Menezes,Internacional,Estádio da Serrinha,1,2,GO,RS,0.0,16,10
7760,12,2022-06-15,20:30,4-3-3,4-4-2,D. Silvestre Júnior,A. Cardoso de Oliveira,Flamengo, Maracanã,2,0,RJ,MT,0.0,41,13
7762,12,2022-06-15,21:30,4-1-4-1,4-2-3-1,V. Carmo Mancini,F. Diniz Silva,-,Estádio Raimundo Sampaio,0,0,MG,RJ,0.0,46,9
7761,12,2022-06-15,21:32,4-2-3-1,4-2-3-1,L. Scolari,V. de Oliveira Lopes Pereira,-,Estádio Joaquim Américo Guimarães,1,1,PR,SP,0.0,15,8
7763,12,2022-06-16,16:00,3-4-3,3-4-1-2,L. Castro,R. Ceni,Botafogo-RJ,Estádio Nilton Santos,1,0,RJ,SP,0.0,7,2
7764,12,2022-06-16,17:59,4-2-3-1,4-2-3-1,A. Moreira Ferreira,J. de Amorim Campos,Palmeiras,Allianz Parque,4,2,SP,GO,0.0,38,17
7765,12,2022-06-16,19:00,4-1-4-1,4-4-1-1,E. de Souza Barroca,J. Vojvoda,Avai,  Ressacada,3,2,SC,CE,0.0,33,32
7766,13,2022-06-18,18:59,4-4-2,4-3-3,A. Cardoso de Oliveira,M. dos Santos Gonçalves,-,Arena Pantanal,0,0,MT,CE,0.0,13,27
7767,13,2022-06-18,21:00,4-2-3-1,4-2-3-1,F. Bustos,M. Nogueira Barbieri,-,Estádio Urbano Caldeira,2,2,SP,SP,0.0,28,5
7768,13,2022-06-19,15:59,4-2-3-1,4-2-3-1,A. Mohamed Matijevich,D. Silvestre Júnior,Atletico-MG, Mineirão,2,0,MG,RJ,0.0,35,41
7769,13,2022-06-19,16:01,4-2-3-1,4-2-3-1,G. Morínigo,L. Scolari,Athletico-PR, Couto Pereira,0,1,PR,PR,0.0,11,15
7770,13,2022-06-19,16:01,4-2-3-1,4-4-2,V. de Oliveira Lopes Pereira,J. Ribeiro Ventura,Corinthians,Neo Química Arena,1,0,SP,GO,0.0,8,16
7771,13,2022-06-19,18:00,4-1-2-1-2,3-4-3,L. Venker de Menezes,L. Castro,Botafogo-RJ,Estádio José Pinheiro Borda,2,3,RS,RJ,0.0,10,7
7772,13,2022-06-19,18:00,3-4-3,4-1-4-1,J. Vojvoda,V. Carmo Mancini,Fortaleza,Arena Castelão,1,0,CE,MG,0.0,32,46
7773,13,2022-06-19,18:01,4-2-3-1,4-3-3,J. de Amorim Campos,E. Baptista,Atletico-GO,Estádio Antônio Accioly,3,1,GO,RS,0.0,17,25
7774,13,2022-06-19,19:01,4-2-3-1,4-1-4-1,F. Diniz Silva,E. de Souza Barroca,Fluminense, Maracanã,2,0,RJ,SC,0.0,9,33
7775,13,2022-06-20,20:00,3-1-4-2,4-3-1-2,R. Ceni,J. M. Barreto Martins,Palmeiras, Morumbi,1,2,SP,SP,0.0,2,38
7776,14,2022-06-24,21:29,4-3-3,4-2-3-1,L. Venker de Menezes,G. Morínigo,Internacional,Estádio José Pinheiro Borda,3,0,RS,PR,0.0,10,11
7777,14,2022-06-25,16:30,4-2-3-1,4-2-3-1,L. Scolari,M. Nogueira Barbieri,Athletico-PR,Estádio Joaquim Américo Guimarães,4,2,PR,SP,0.0,15,5
7778,14,2022-06-25,19:00,4-3-1-2,4-1-4-1,D. Silvestre Júnior,V. Carmo Mancini,Flamengo, Maracanã,3,0,RJ,MG,0.0,41,46
7779,14,2022-06-25,19:00,4-1-4-1,4-2-3-1,V. de Oliveira Lopes Pereira,L. Ochandorena,-,Neo Química Arena,0,0,SP,SP,0.0,8,28
7780,14,2022-06-25,20:59,3-4-2-1,3-4-3,A. Mohamed Matijevich,G. Liendo,Atletico-MG, Mineirão,3,2,MG,CE,0.0,35,32
7781,14,2022-06-26,16:01,4-1-4-1,4-2-3-1,E. de Souza Barroca,A. Moreira Ferreira,-,  Ressacada,2,2,SC,SP,0.0,33,38
7782,14,2022-06-26,16:03,3-4-3,4-2-3-1,V. Severino,F. Diniz Silva,Fluminense,Estádio Nilton Santos,0,1,RJ,RJ,0.0,7,9
7783,14,2022-06-26,18:00,3-4-3,4-3-3,J. Ribeiro Ventura,B. Lazaroni,Goias,Estádio da Serrinha,1,0,GO,MT,0.0,16,13
7784,14,2022-06-26,18:00,4-3-3,4-2-3-1,M. dos Santos Gonçalves,J. de Amorim Campos,-,Arena Castelão,1,1,CE,GO,0.0,27,17
7785,14,2022-06-26,18:01,3-1-4-2,4-2-3-1,R. Ceni,U. Louzer Filho,-, Morumbi,0,0,SP,RS,0.0,2,25
7786,15,2022-07-02,16:29,4-2-3-1,4-2-3-1,U. Louzer Filho,A. Mohamed Matijevich,Atletico-MG, Alfredo Jaconi,1,2,RS,MG,0.0,25,35
7787,15,2022-07-02,16:31,4-2-3-1,3-4-3,F. Diniz Silva,V. de Oliveira Lopes Pereira,Fluminense, Maracanã,4,0,RJ,SP,0.0,9,8
7788,15,2022-07-02,19:00,4-2-3-1,4-3-3,F. Bustos,D. Silvestre Júnior,Flamengo,Estádio Urbano Caldeira,1,2,SP,RJ,0.0,28,41
7789,15,2022-07-02,19:00,4-2-3-1,4-2-3-1,M. dos Santos Gonçalves,L. Venker de Menezes,-,Arena Castelão,1,1,CE,RS,0.0,27,10
7790,15,2022-07-02,21:00,3-4-3,4-2-3-1,A. Moreira Ferreira,L. Scolari,Athletico-PR,Allianz Parque,0,2,SP,PR,0.0,38,15
7791,15,2022-07-03,11:00,4-3-3,4-1-4-1,E. de Souza Barroca,A. Cardoso de Oliveira,Cuiaba,  Ressacada,1,2,SC,MT,0.0,33,13
7792,15,2022-07-03,16:00,4-2-3-1,3-4-2-1,J. de Amorim Campos,R. Ceni,Sao Paulo,Estádio Antônio Accioly,1,2,GO,SP,0.0,17,2
7793,15,2022-07-03,18:00,4-1-4-1,3-4-2-1,V. Carmo Mancini,J. Ribeiro Ventura,America-MG,Estádio Raimundo Sampaio,1,0,MG,GO,0.0,46,16
7794,15,2022-07-03,18:46,4-2-3-1,3-4-1-2,G. Morínigo,J. Vojvoda,Coritiba, Couto Pereira,2,1,PR,CE,0.0,11,32
7795,15,2022-07-04,20:00,4-2-3-1,3-4-1-2,M. Nogueira Barbieri,L. Castro,Botafogo-RJ,Nabizão,0,1,SP,RJ,0.0,5,7
7796,16,2022-07-09,16:30,4-2-3-1,4-3-3,M. Nogueira Barbieri,E. de Souza Barroca,Bragantino,Nabizão,4,0,SP,SC,0.0,5,33
7797,16,2022-07-09,19:05,4-2-3-1,4-2-4-0,F. Diniz Silva,M. dos Santos Gonçalves,Fluminense, Maracanã,2,1,RJ,CE,0.0,9,27
7798,16,2022-07-09,20:30,3-5-2,4-2-3-1,J. Ribeiro Ventura,L. Scolari,Goias,Estádio da Serrinha,2,1,GO,PR,0.0,16,15
7799,16,2022-07-10,11:01,4-2-3-1,4-4-2,G. Morínigo,U. Louzer Filho,-, Couto Pereira,2,2,PR,RS,0.0,11,25
7800,16,2022-07-10,16:01,4-2-3-1,4-3-1-2,V. de Oliveira Lopes Pereira,D. Silvestre Júnior,Corinthians,Neo Química Arena,1,0,SP,RJ,0.0,8,41
7802,16,2022-07-10,18:00,3-4-1-2,4-2-3-1,J. Vojvoda,A. Moreira Ferreira,-,Arena Castelão,0,0,CE,SP,0.0,32,38
7803,16,2022-07-10,18:00,4-2-3-1,3-1-4-2,A. Mohamed Matijevich,R. Ceni,-, Mineirão,0,0,MG,SP,0.0,35,2
7801,16,2022-07-10,18:01,4-2-3-1,4-2-3-1,M. Fernandes,J. de Amorim Campos,Santos,Estádio Urbano Caldeira,1,0,SP,GO,0.0,28,17
7804,16,2022-07-10,19:02,4-1-4-1,3-4-2-1,A. Cardoso de Oliveira,L. Castro,Cuiaba,Arena Pantanal,2,0,MT,RJ,0.0,13,7
7805,16,2022-07-11,19:59,4-3-1-2,4-1-4-1,L. Venker de Menezes,V. Carmo Mancini,Internacional,Estádio José Pinheiro Borda,1,0,RS,MG,0.0,10,46
7806,17,2022-07-16,16:30,4-2-3-1,4-2-3-1,L. Scolari,L. Venker de Menezes,-,Estádio Joaquim Américo Guimarães,0,0,PR,RS,0.0,15,10
7807,17,2022-07-16,18:59,4-1-4-1,4-4-2,D. Silvestre Júnior,G. Morínigo,Flamengo,Estádio Nacional de Brasília,2,0,RJ,PR,0.0,41,11
7808,17,2022-07-16,19:00,4-1-4-1,4-2-3-1,E. de Souza Barroca,M. Fernandes,Avai,  Ressacada,1,0,SC,SP,0.0,33,28
7809,17,2022-07-16,21:00,4-4-2,4-2-3-1,M. dos Santos Gonçalves,F. J. Monteiro Almeida,Ceara,Arena Castelão,3,1,CE,SP,0.0,27,8
7810,17,2022-07-17,11:02,4-1-4-1,4-4-2,U. Louzer Filho,J. Ribeiro Ventura,-, Alfredo Jaconi,0,0,RS,GO,0.0,25,16
7811,17,2022-07-17,16:03,4-4-2,4-2-3-1,R. Ceni,F. Diniz Silva,-, Morumbi,2,2,SP,RJ,0.0,2,9
7813,17,2022-07-17,18:00,4-2-3-1,3-4-2-1,J. de Amorim Campos,J. Vojvoda,Fortaleza,Estádio Antônio Accioly,0,1,GO,CE,0.0,17,32
7812,17,2022-07-17,18:02,4-2-3-1,4-2-3-1,L. Castro,A. Mohamed Matijevich,Atletico-MG,Estádio Nilton Santos,0,1,RJ,MG,0.0,7,35
7814,17,2022-07-17,19:00,4-1-4-1,4-2-3-1,V. Carmo Mancini,M. Nogueira Barbieri,Bragantino,Estádio Raimundo Sampaio,0,3,MG,SP,0.0,46,5
7815,17,2022-07-18,20:00,4-2-3-1,3-4-3,A. Moreira Ferreira,A. Cardoso de Oliveira,Palmeiras,Allianz Parque,1,0,SP,MT,0.0,38,13
7816,18,2022-07-19,22:17,4-2-3-1,4-1-4-1,M. dos Santos Gonçalves,E. de Souza Barroca,Ceara,Arena Castelão,1,0,CE,SC,0.0,27,33
7818,18,2022-07-20,18:59,4-4-2,4-2-3-1,J. Ribeiro Ventura,F. Diniz Silva,Fluminense,Estádio da Serrinha,2,3,GO,RJ,0.0,16,9
7817,18,2022-07-20,19:00,4-2-3-1,3-4-2-1,M. Nogueira Barbieri,J. Vojvoda,Bragantino,Nabizão,2,1,SP,CE,0.0,5,32
7819,18,2022-07-20,19:30,4-2-3-1,4-2-3-1,L. Scolari,J. de Amorim Campos,Athletico-PR,Estádio Joaquim Américo Guimarães,4,1,PR,GO,0.0,15,17
7820,18,2022-07-20,20:29,4-3-1-2,4-1-4-1,D. Silvestre Júnior,U. Louzer Filho,Flamengo,Estádio Nacional de Brasília,4,0,RJ,RS,0.0,41,25
7821,18,2022-07-20,20:29,4-2-3-1,3-1-4-2,L. Venker de Menezes,R. Ceni,-,Estádio José Pinheiro Borda,3,3,RS,SP,0.0,10,2
7822,18,2022-07-20,21:30,4-2-3-1,4-2-3-1,M. Fernandes,L. Castro,Santos,Estádio Urbano Caldeira,2,0,SP,RJ,0.0,28,7
7823,18,2022-07-20,21:33,4-2-3-1,4-1-4-1,V. de Oliveira Lopes Pereira,G. Morínigo,Corinthians,Neo Química Arena,3,1,SP,PR,0.0,8,11
7824,18,2022-07-21,18:59,4-1-4-1,4-2-3-1,A. Cardoso de Oliveira,A. Mohamed Matijevich,-,Arena Pantanal,1,1,MT,MG,0.0,13,35
7825,18,2022-07-21,20:00,4-3-3,4-2-3-1,V. Carmo Mancini,A. Moreira Ferreira,Palmeiras,Estádio Raimundo Sampaio,0,1,MG,SP,0.0,46,38
7826,19,2022-07-23,18:59,4-4-2,4-4-2,R. Ceni,J. Ribeiro Ventura,-, Morumbi,3,3,SP,GO,0.0,2,16
7827,19,2022-07-23,21:01,4-2-3-1,4-2-3-1,L. Castro,L. Scolari,Botafogo-RJ,Estádio Nilton Santos,2,0,RJ,PR,0.0,7,15
7828,19,2022-07-24,11:03,4-3-3,4-1-2-1-2,E. de Souza Barroca,D. Silvestre Júnior,Flamengo,  Ressacada,1,2,SC,RJ,0.0,33,41
7830,19,2022-07-24,16:00,4-2-3-1,4-1-2-1-2,A. Moreira Ferreira,L. Venker de Menezes,Palmeiras,Allianz Parque,2,1,SP,RS,0.0,38,10
7831,19,2022-07-24,16:00,4-1-4-1,4-2-3-1,U. Louzer Filho,M. dos Santos Gonçalves,Juventude, Alfredo Jaconi,1,0,RS,CE,0.0,25,27
7829,19,2022-07-24,16:02,4-2-2-2,4-2-3-1,F. Diniz Silva,M. Nogueira Barbieri,Fluminense,Estádio Municipal General Raulino de Oliveira,2,1,RJ,SP,0.0,9,5
7833,19,2022-07-24,17:59,4-2-3-1,4-1-4-1,J. de Amorim Campos,V. Carmo Mancini,America-MG,Estádio Antônio Accioly,0,1,GO,MG,0.0,17,46
7832,19,2022-07-24,18:01,4-2-3-1,4-2-3-1,L. Gonçalves,V. de Oliveira Lopes Pereira,Corinthians, Mineirão,1,2,MG,SP,0.0,35,8
7834,19,2022-07-24,18:59,4-4-2,4-1-4-1,J. Vojvoda,L. Cirne Lima de Lorenzi,-,Arena Castelão,0,0,CE,SP,0.0,32,28
7835,19,2022-07-25,20:01,4-2-3-1,4-1-4-1,G. Morínigo,A. Cardoso de Oliveira,Coritiba, Couto Pereira,1,0,PR,MT,0.0,11,13
7836,20,2022-07-30,16:31,4-4-2,5-4-1,J. Ribeiro Ventura,G. Morínigo,Goias,Estádio da Serrinha,1,0,GO,PR,0.0,16,11
7837,20,2022-07-30,16:32,4-2-3-1,4-2-3-1,M. dos Santos Gonçalves,A. Moreira Ferreira,Palmeiras,Arena Castelão,1,2,CE,SP,0.0,27,38
7838,20,2022-07-30,19:01,4-2-3-1,4-2-3-1,V. de Oliveira Lopes Pereira,L. Castro,Corinthians,Neo Química Arena,1,0,SP,RJ,0.0,8,7
7839,20,2022-07-30,20:29,4-4-2,4-1-4-1,D. Silvestre Júnior,J. de Amorim Campos,Flamengo, Maracanã,4,1,RJ,GO,0.0,41,17
7841,20,2022-07-31,15:59,4-4-2,4-2-3-1,S. Lobo,A. Stival,Internacional,Estádio José Pinheiro Borda,3,0,RS,MG,0.0,10,35
7840,20,2022-07-31,16:01,4-2-3-1,4-1-3-2,L. Scolari,R. Ceni,Athletico-PR,Estádio Joaquim Américo Guimarães,1,0,PR,SP,0.0,15,2
7842,20,2022-07-31,18:00,4-1-4-1,4-4-2,A. Cardoso de Oliveira,J. Vojvoda,Fortaleza,Arena Pantanal,0,1,MT,CE,0.0,13,32
7843,20,2022-07-31,18:00,4-3-3,4-3-3,V. Carmo Mancini,E. de Souza Barroca,America-MG,Estádio Raimundo Sampaio,3,1,MG,SC,0.0,46,33
7844,20,2022-07-31,19:00,4-2-3-1,4-1-4-1,M. Nogueira Barbieri,U. Louzer Filho,Bragantino,Nabizão,1,0,SP,RS,0.0,5,25
7845,20,2022-08-01,20:00,4-2-3-1,4-2-3-1,L. Cirne Lima de Lorenzi,E. de Barros,-,Estádio Urbano Caldeira,2,2,SP,RJ,0.0,28,9
7846,21,2022-08-06,16:30,4-4-2,4-3-3,U. Louzer Filho,V. Carmo Mancini,America-MG, Alfredo Jaconi,0,1,RS,MG,0.0,25,46
7847,21,2022-08-06,16:31,4-2-3-1,4-2-3-1,L. Castro,M. dos Santos Gonçalves,-,Estádio Nilton Santos,1,1,RJ,CE,0.0,7,27
7849,21,2022-08-06,19:00,4-2-3-1,4-3-3,J. de Amorim Campos,M. Nogueira Barbieri,Atletico-GO,Estádio Antônio Accioly,2,1,GO,SP,0.0,17,5
7848,21,2022-08-06,19:01,4-3-3,4-2-3-1,E. de Souza Barroca,V. de Oliveira Lopes Pereira,-,  Ressacada,1,1,SC,SP,0.0,33,8
7850,21,2022-08-06,20:32,4-3-3,4-3-3,R. Ceni,D. Silvestre Júnior,Flamengo, Morumbi,0,2,SP,RJ,0.0,2,41
7851,21,2022-08-07,16:00,4-2-3-1,3-4-3,F. Diniz Silva,A. Cardoso de Oliveira,Fluminense, Maracanã,1,0,RJ,MT,0.0,9,13
